58,107848
57,108246
56,109082
55,109917
54,110740
53,111582
52,112411
51,113234
50,114069
49,114892
48,115721
47,116550
46,117379
45,118201
44,119023
43,119832
42,120648
41,121463
40,122272
39,123088
38,123904
37,124712
36,125521
35,125919
34,126721
33,127524
32,128326
31,129095
30,129486
29,130288
28,131083
27,131872
26,132661
25,133045
24,133821
23,134589
22,134974
21,135743
20,136505
19,136869
18,137617
17,138373
16,138750
15,139338
14,139548
13,139744
12,139947
11,140150
10,140347
9,140746
8,140942
7,141139
6,141335
5,141531
4,141728
3,141924
2,142317
1,142527
0,142730
-1,142926
-2,143129
-3,143332
-4,143529
-5,143725
-6,144138
-7,144348
-8,144558
-9,144767
-10,144984
-11,145201
-12,145417
-13,145830
-14,146046
-15,146263
-16,146480
-17,146683
-18,146892
-19,147325
-20,147535
-21,147745
-22,147955
-23,148171
-24,148395
-25,148618
-26,149064
-27,149281
-28,149497
-29,149714
-30,149937
-31,150167
-32,150600
-33,150824
-34,151047
-35,151263
-36,151487
-37,151717
-38,152163
-39,152393
-40,152616
-41,152846
-42,153076
-43,153299
-44,153529
-45,153996
-46,154213
-47,154436
-48,154666
-49,154882
-50,155099
