61,113610
60,114452
59,115295
58,116137
57,117835
56,118260
55,119109
54,119958
53,120801
52,121650
51,122505
50,123341
49,124595
48,125437
47,126286
46,127142
45,127978
44,128800
43,129642
42,130478
41,131314
40,132136
39,132959
38,133781
37,134610
36,135432
35,136255
34,137070
33,137893
32,138708
31,139517
30,139915
29,140710
28,141499
27,142301
26,143090
25,143488
24,144277
23,145065
22,145861
21,146650
20,147028
19,147608
18,147818
17,148014
16,148218
15,148421
14,148820
13,149016
12,149199
11,149389
10,149585
9,149775
8,149965
7,150154
6,150540
5,150743
4,150940
3,151143
2,151346
1,151542
0,151746
-1,151949
-2,152355
-3,152558
-4,152768
-5,152971
-6,153181
-7,153397
-8,153600
-9,154013
-10,154236
-11,154453
-12,154669
-13,154886
-14,155102
-15,155319
-16,155779
-17,156002
-18,156225
-19,156449
-20,156672
-21,156895
-22,157342
-23,157565
-24,157795
-25,158032
-26,158262
-27,158485
-28,158938
-29,159161
-30,159384
-31,159614
-32,159851
-33,160088
-34,160561
-35,160798
-36,161035
-37,161271
-38,161508
-39,161981
-40,162218
-41,162455
-42,162691
-43,162928
-44,163401
-45,163638
-46,163875
-47,164111
-48,164355
-49,164598
