63,117099
62,117935
61,118784
60,119633
59,120927
58,121783
57,122639
56,123488
55,124337
54,125186
53,126035
52,127309
51,128158
50,129007
49,129856
48,130699
47,131548
46,132390
45,133233
44,134075
43,135335
42,136171
41,137007
40,137836
39,138658
38,139480
37,140316
36,141138
35,141960
34,142769
33,143585
32,144401
31,144798
30,145601
29,146403
28,147212
27,148021
26,148830
25,149618
24,150009
23,150818
22,151466
21,151683
20,151859
19,152035
18,152218
17,152408
16,152794
15,152983
14,153173
13,153363
12,153559
11,153762
10,153972
9,154168
8,154568
7,154764
6,154961
5,155157
4,155353
3,155550
2,155760
1,156193
0,156402
-1,156612
-2,156829
-3,157045
-4,157255
-5,157451
-6,157878
-7,158088
-8,158304
-9,158514
-10,158730
-11,158954
-12,159393
-13,159610
-14,159827
-15,160043
-16,160260
-17,160483
-18,160706
-19,161146
-20,161356
-21,161579
-22,161802
-23,162032
-24,162269
-25,162729
-26,162952
-27,163182
-28,163398
-29,163615
-30,163838
-31,164271
-32,164501
-33,164731
-34,164961
-35,165191
-36,165414
-37,165868
-38,166104
-39,166334
-40,166564
-41,166788
-42,167018
-43,167491
-44,167734
-45,167978
-46,168221
-47,168464
-48,168918
-49,169168
-50,169485
