56,104992
55,105403
54,106225
53,107047
52,107890
51,108726
50,109561
49,110390
48,111219
47,112048
46,112877
45,113706
44,114529
43,115351
42,116173
41,116989
40,117805
39,118613
38,119429
37,120238
36,120642
35,121445
34,122254
33,123056
32,123831
31,124613
30,125004
29,125787
28,126555
27,126953
26,127728
25,128497
24,128868
23,129603
22,130345
21,130716
20,131471
19,131842
18,132564
17,133252
16,133603
15,134305
14,134656
13,134980
12,135466
11,135663
10,135866
9,136076
8,136286
7,136482
6,136888
5,137084
4,137281
3,137491
2,137694
1,137890
0,138087
-1,138276
-2,138669
-3,138859
-4,139062
-5,139271
-6,139481
-7,139691
-8,139901
-9,140320
-10,140524
-11,140727
-12,140936
-13,141140
-14,141343
-15,141546
-16,141979
-17,142202
-18,142419
-19,142635
-20,142852
-21,143068
-22,143285
-23,143711
-24,143921
-25,144137
-26,144354
-27,144577
-28,144794
-29,145227
-30,145443
-31,145660
-32,145876
-33,146086
-34,146296
-35,146513
-36,146972
-37,147216
-38,147459
-39,147703
-40,147926
-41,148142
-42,148555
-43,148772
-44,148995
-45,149225
-46,149455
-47,149678
-48,150125
-49,150368
-50,150659
