61,119546
60,120835
59,122229
58,123472
57,124836
56,126218
55,127462
54,128843
53,130093
52,131463
51,132833
50,134209
49,135464
48,136858
47,138257
46,139627
45,140883
44,142392
43,143780
42,145174
41,146573
40,147973
39,149360
38,150598
37,151829
36,153147
35,154228
34,155418
33,156631
32,157851
31,159071
30,160261
29,161469
28,162641
27,163705
26,164865
25,165899
24,166933
23,168082
22,169104
21,170138
20,171155
19,171264
18,171252
17,171240
16,171280
15,171270
14,171255
13,171249
12,171283
11,171271
10,171259
9,171279
8,171287
7,171275
6,171262
5,171303
4,171291
3,171278
2,171284
1,171307
0,171294
