69,131610
68,132877
67,134132
66,135497
65,136884
64,138272
63,139666
62,141083
61,142483
60,143888
59,145288
58,146700
57,148099
56,149620
55,151020
54,152426
53,153941
52,155346
51,156746
50,158145
49,159551
48,160980
47,162548
46,164098
45,165522
44,167084
43,168634
42,170196
41,171625
40,173181
39,174599
38,176149
37,177561
36,178949
35,180337
34,181707
33,182961
32,184326
31,185569
30,186933
29,188008
28,189204
27,189453
26,189441
25,189428
24,189452
23,189457
22,189444
21,189435
20,189472
19,189460
18,189448
17,189447
16,189476
15,189464
14,189451
13,189468
12,189479
11,189467
10,189455
9,189483
8,189483
7,189471
6,189464
5,189499
4,189486
3,189475
2,189485
1,189502
0,189493
