57,114366
56,115453
55,116714
54,118102
53,119483
52,120715
51,122108
50,123485
49,124728
48,126074
47,127318
46,128688
45,129931
44,131162
43,132509
42,133740
41,134972
40,136313
39,137550
38,138770
37,140047
36,141197
35,142543
34,143757
33,144821
32,146011
31,147195
30,148258
29,149442
28,150500
27,151666
26,152706
25,153746
24,154895
23,155887
22,156886
21,157903
20,158739
19,159668
18,160493
17,161334
16,162007
15,162012
14,162001
13,161988
12,162011
11,162017
10,162004
9,161992
8,162012
7,162019
6,162008
5,161996
4,162012
3,162024
2,162011
1,161999
0,162011
