59,117169
58,118377
57,119597
56,120955
55,122198
54,123418
53,124782
52,126002
51,127366
50,128597
49,129956
48,131182
47,132546
46,133778
45,135136
44,136361
43,137569
42,138806
41,140032
40,141257
39,142621
38,143847
37,145229
36,146472
35,147824
34,149074
33,150456
32,151687
31,152907
30,154103
29,155293
28,156489
27,157662
26,158725
25,159897
24,160943
23,161959
22,162940
21,163910
20,164746
19,165704
18,166482
17,166534
16,166527
15,166553
14,166549
13,166538
12,166525
11,166519
10,166536
9,166541
8,166529
7,166516
6,166504
5,166527
4,166532
3,166520
2,166508
1,166495
0,166509
