53,109572
52,110792
51,112168
50,113387
49,114619
48,115977
47,117185
46,118411
45,119636
44,120983
43,122209
42,123446
41,124648
40,125832
39,127040
38,128248
37,129317
36,130483
35,131523
34,132701
33,133753
32,134931
31,135977
30,136993
29,138142
28,139158
27,140163
26,141144
25,142071
24,142991
23,143966
22,144930
21,145784
20,146748
19,147633
18,148518
17,149464
16,150248
15,151032
14,151810
13,152577
12,153302
11,153337
10,153325
9,153341
8,153352
7,153340
6,153357
5,153368
4,153356
3,153367
2,153384
1,153372
0,153389
