73,137044
72,138196
71,139723
70,141116
69,142499
68,143910
67,145455
66,146878
65,148434
64,149863
63,151280
62,152813
61,154224
60,155769
59,157175
58,158725
57,160136
56,161565
55,163116
54,164545
53,166089
52,167651
51,169074
50,170636
49,172193
48,173749
47,175306
46,176873
45,178315
44,180039
43,181775
42,183373
41,184953
40,186521
39,188071
38,189610
37,191004
36,192403
35,193780
34,195167
33,196405
32,197703
31,197763
30,197751
29,197738
28,197768
27,197767
26,197754
25,197743
24,197782
23,197770
22,197758
21,197757
20,197786
19,197774
18,197762
17,197778
16,197789
15,197778
14,197765
13,197799
12,197794
11,197781
10,197769
9,197809
8,197796
7,197785
6,197784
5,197812
4,197801
3,197788
2,197805
1,197816
0,197805
