63,122946
62,124189
61,125553
60,126791
59,128161
58,129410
57,130786
56,132168
55,133428
54,134810
53,136180
52,137580
51,138817
50,140182
49,141448
48,142952
47,144334
46,145739
45,147006
44,148406
43,149932
42,151332
41,152720
40,154137
39,155537
38,156913
37,158277
36,159509
35,160735
34,161954
33,163301
32,164532
31,165757
30,166953
29,168161
28,169351
27,170421
26,171599
25,172633
24,173788
23,174816
22,175867
21,176046
20,176035
19,176022
18,176016
17,176047
16,176037
15,176026
14,176014
13,176036
12,176042
11,176030
10,176017
9,176025
8,176045
7,176033
6,176021
5,176014
4,176038
3,176037
2,176024
1,176013
0,176025
