4200,100087
4300,100537
4400,101444
4500,102808
4600,104158
4700,105522
4800,106878
4900,108229
5000,109129
5100,110472
5200,111815
5300,113152
5400,114052
5500,115395
5600,116289
5700,117625
5800,118955
5900,119834
6000,120714
6100,122051
6200,123367
6300,124247
6400,125126
6500,126436
6600,127308
6700,128175
6800,129457
6900,130323
7000,131169
7100,132035
7200,132887
7300,134163
7400,135008
7500,135847
7600,136686
7700,137498
7800,138330
7900,139156
8000,140000
8100,140384
8200,141196
8300,142008
8400,142819
8500,143631
8600,144436
8700,145242
8800,146040
8900,146436
9000,147234
9100,148039
9200,148831
9300,149616
9400,150005
9500,150789
9600,151574
9700,152345
9800,152734
9900,153512
10000,154284
10100,155062
10200,155451
10300,156222
10400,157007
10500,157791
10600,158181
10700,158959
10800,159723
10900,160105
11000,160856
11100,161627
11200,162010
11300,162767
11400,163532
11500,163907
11600,164672
11700,165450
11800,165839
11900,166617
12000,167361
12100,167730
12200,168467
12300,169218
12400,169587
12500,170344
12600,171109
12700,171491
12800,172242
12900,172611
13000,173348
13100,174092
13200,174475
13300,175246
13400,176017
13500,176393
13600,177116
13700,177472
13800,178209
13900,178947
14000,179315
