3500,107249
3600,108156
3700,109507
3800,110870
3900,112234
4000,113605
4100,114968
4200,116326
4300,117689
4400,118603
4500,119960
4600,121317
4700,122674
4800,124038
4900,125395
5000,126765
5100,128115
5200,129465
5300,130809
5400,131709
5500,133073
5600,134423
5700,135773
5800,136666
5900,138003
6000,138889
6100,140226
6200,141562
6300,142449
6400,143785
6500,144678
6600,145994
6700,146874
6800,148218
6900,149084
7000,150386
7100,151252
7200,152125
7300,152991
7400,154287
7500,155153
7600,156019
7700,157315
7800,158168
7900,159020
8000,160000
8100,160685
8200,161524
8300,162363
8400,163208
8500,164061
8600,165336
8700,166189
8800,167035
8900,167880
9000,168713
9100,169531
9200,170350
9300,171182
9400,172014
9500,172833
9600,173659
9700,174470
9800,175289
9900,176101
10000,176510
10100,177322
10200,178141
10300,178966
10400,179778
10500,180590
10600,181395
10700,182200
10800,183005
10900,183810
11000,184206
11100,185005
11200,185810
11300,186601
11400,187393
11500,188185
11600,188587
11700,189385
11800,190184
11900,190968
12000,191344
12100,192122
12200,192927
12300,193698
12400,194087
