4800,100074
4900,100517
5000,101417
5100,102747
5200,103633
5300,104963
5400,105843
5500,107145
5600,108025
5700,109334
5800,110207
5900,111080
6000,112390
6100,113256
6200,114122
6300,114988
6400,116270
6500,117129
6600,117975
6700,118835
6800,119687
6900,120533
7000,121808
7100,122654
7200,123486
7300,124305
7400,125130
7500,125956
7600,126781
7700,127586
7800,127996
7900,128808
8000,130000
8100,130424
8200,131223
8300,132014
8400,132410
8500,133208
8600,134000
8700,134792
8800,135583
8900,135979
9000,136770
9100,137555
9200,138340
9300,138722
9400,139487
9500,140258
9600,140640
9700,141398
9800,142162
9900,142927
10000,143302
10100,144067
10200,144831
10300,145214
10400,145978
10500,146347
10600,147098
10700,147835
10800,148204
10900,148941
11000,149317
11100,150061
11200,150812
11300,151194
11400,151925
11500,152293
11600,153031
11700,153782
11800,154143
11900,154874
12000,155243
12100,155967
12200,156691
12300,157053
12400,157770
12500,158132
12600,158856
12700,159218
12800,159921
12900,160276
13000,160987
13100,161342
13200,162052
13300,162408
13400,163111
13500,163453
13600,164157
13700,164498
13800,165188
13900,165543
