3500,111912
3600,112362
3700,113746
3800,115588
3900,116979
4000,118840
4100,120218
4200,122045
4300,123423
4400,124793
4500,126184
4600,128018
4700,129382
4800,130753
4900,132130
5000,133508
5100,134885
5200,136255
5300,137626
5400,138990
5500,140340
5600,141704
5700,143068
5800,144425
5900,145782
6000,147139
6100,148489
6200,149839
6300,150739
6400,152096
6500,153446
6600,154796
6700,156133
6800,157012
6900,157885
7000,159208
7100,160538
7200,161425
7300,162734
7400,163607
7500,164487
7600,165803
7700,166676
7800,167549
7900,168844
8000,170000
8100,170570
8200,171422
8300,172718
8400,173577
8500,174423
8600,175289
8700,176135
8800,177417
8900,178270
9000,179116
9100,179968
9200,180814
9300,181660
9400,182492
9500,183324
9600,184156
9700,185002
9800,185834
9900,186633
10000,187458
10100,188290
10200,189123
10300,189948
10400,190760
10500,191572
10600,192397
10700,193202
10800,194041
10900,194894
