6600,100041
6700,100451
6800,101276
6900,102095
7000,102920
7100,103739
7200,104544
7300,104940
7400,105745
7500,106550
7600,107321
7700,108099
7800,108488
7900,109266
8000,110000
8100,110816
8200,111205
8300,111976
8400,112747
8500,113136
8600,113907
8700,114679
8800,115423
8900,115798
9000,116549
9100,116925
9200,117676
9300,118427
9400,118795
9500,119533
9600,119901
9700,120639
9800,121363
9900,121725
10000,122448
10100,122810
10200,123528
10300,123889
10400,124613
10500,124975
10600,125692
10700,126054
10800,126751
10900,127106
11000,127817
11100,128159
11200,128862
11300,129573
11400,129914
11500,130263
11600,130960
11700,131308
11800,131998
11900,132346
12000,133016
12100,133365
12200,134041
12300,134376
12400,135046
12500,135381
12600,136051
12700,136379
12800,136721
12900,137397
13000,137739
13100,138429
13200,138771
13300,139454
13400,139796
13500,140479
13600,140807
13700,141477
13800,141812
13900,142140
